Address,Latitude,Longitude,BuildingType,FloorSize,Link,Image
"833 56th St, Brooklyn, NY 11220",40.63738,-74.006122,SingleFamilyResidence,"5,300",https://www.zillow.com/homedetails/833-56th-St-Brooklyn-NY-11220/30687088_zpid/,https://photos.zillowstatic.com/fp/b113f2127cc407c6dcd2328d81df2306-p_e.jpg
"568 54th St, Brooklyn, NY 11220",40.641639,-74.01107,SingleFamilyResidence,"3,012",https://www.zillow.com/homedetails/568-54th-St-Brooklyn-NY-11220/30578243_zpid/,https://photos.zillowstatic.com/fp/f88ad9c2b97d3d289c3ad8d622d9a73a-p_e.jpg
"745 57th St, Brooklyn, NY 11220",40.637982,-74.008625,SingleFamilyResidence,"1,934",https://www.zillow.com/homedetails/745-57th-St-Brooklyn-NY-11220/30578981_zpid/,https://photos.zillowstatic.com/fp/c4c09d19ae9300c040e0b04473a99cf3-p_e.jpg
"762 39th St, Brooklyn, NY 11232",40.647491,-73.998116,SingleFamilyResidence,"2,550",https://www.zillow.com/homedetails/762-39th-St-Brooklyn-NY-11232/30581003_zpid/,https://photos.zillowstatic.com/fp/12cb9828e52fcdcc4eac304365123f2e-p_e.jpg
"628 48th St, Brooklyn, NY 11220",40.644269,-74.006368,SingleFamilyResidence,"1,824",https://www.zillow.com/homedetails/628-48th-St-Brooklyn-NY-11220/30576584_zpid/,https://photos.zillowstatic.com/fp/3f2241bc143bcc625d4366b30a3dd5a5-p_e.jpg
"663 55th St, Brooklyn, NY 11220",40.640174,-74.009239,SingleFamilyResidence,"2,128",https://www.zillow.com/homedetails/663-55th-St-Brooklyn-NY-11220/142804012_zpid/,https://photos.zillowstatic.com/fp/3b95163241caaa435bded2e41fd1e727-p_e.jpg
"776 46th St, Brooklyn, NY 11220",40.643375,-74.001867,SingleFamilyResidence,"2,980",https://www.zillow.com/homedetails/776-46th-St-Brooklyn-NY-11220/30576023_zpid/,https://photos.zillowstatic.com/fp/394f772c35c55162933de6448859772f-p_e.jpg
"446 52nd St, Brooklyn, NY 11220",40.644446,-74.012708,SingleFamilyResidence,"2,352",https://www.zillow.com/homedetails/446-52nd-St-Brooklyn-NY-11220/30577580_zpid/,https://photos.zillowstatic.com/fp/faf6505a9df434327df5cf4368ea3967-p_e.jpg
"531 52nd St Apt 1a, Brooklyn, NY 11220",40.643559,-74.01032,SingleFamilyResidence,924,https://www.zillow.com/homedetails/531-52nd-St-APT-1A-Brooklyn-NY-11220/83047381_zpid/,https://photos.zillowstatic.com/fp/7e4e3a6456ff6740934303f52430287e-p_e.jpg
"774 43rd St, Brooklyn, NY 11232",40.645158,-74.000057,SingleFamilyResidence,"2,373",https://www.zillow.com/homedetails/774-43rd-St-Brooklyn-NY-11232/30575117_zpid/,https://photos.zillowstatic.com/fp/ab45b8a7f45062115f27e3cb351cfc33-p_e.jpg
"322 55th St, Brooklyn, NY 11220",40.644428,-74.017202,SingleFamilyResidence,"1,654",https://www.zillow.com/homedetails/322-55th-St-Brooklyn-NY-11220/30578429_zpid/,https://photos.zillowstatic.com/fp/afc29182b6a2d5ec4537b4d261d63cc1-p_e.jpg
"5811 6th Ave #cf1, Brooklyn, NY 11220",40.638866,-74.012812,SingleFamilyResidence,"1,476",https://www.zillow.com/homedetails/5811-6th-Ave-CF1-Brooklyn-NY-11220/2080548998_zpid/,https://photos.zillowstatic.com/fp/890817fcebd1026078970aa0a8428326-p_e.jpg
"833 63rd St, Brooklyn, NY 11220",40.633413,-74.01023,SingleFamilyResidence,"2,014",https://www.zillow.com/homedetails/833-63rd-St-Brooklyn-NY-11220/30688763_zpid/,https://photos.zillowstatic.com/fp/7cc0247161c3f08007e7baeed71a9d43-p_e.jpg
"5811 6th Ave #5a, Brooklyn, NY 11220",40.638866,-74.012812,SingleFamilyResidence,808,https://www.zillow.com/homedetails/5811-6th-Ave-5A-Brooklyn-NY-11220/2080548999_zpid/,https://photos.zillowstatic.com/fp/12f4588919d38f6ea8e9e7858a14973b-p_e.jpg
"5412 6th Ave, Brooklyn, NY 11220",40.641369,-74.01098,SingleFamilyResidence,"2,852",https://www.zillow.com/homedetails/5412-6th-Ave-Brooklyn-NY-11220/30578250_zpid/,https://photos.zillowstatic.com/fp/9f6246ebc5786cf5a4675951cd8315c4-p_e.jpg
"558 56th St, Brooklyn, NY 11220",40.640705,-74.01255,SingleFamilyResidence,"2,922",https://www.zillow.com/homedetails/558-56th-St-Brooklyn-NY-11220/30578844_zpid/,https://photos.zillowstatic.com/fp/882f54541cf3e5a72435095bb4d19153-p_e.jpg
"559 50th St, Brooklyn, NY 11220",40.644378,-74.008651,SingleFamilyResidence,,https://www.zillow.com/homedetails/559-50th-St-Brooklyn-NY-11220/2078225580_zpid/,https://photos.zillowstatic.com/fp/58136f923443d9703d39d011936511dc-p_e.jpg
"433 56th St, Brooklyn, NY 11220",40.642682,-74.014907,SingleFamilyResidence,"2,928",https://www.zillow.com/homedetails/433-56th-St-Brooklyn-NY-11220/30578512_zpid/,https://photos.zillowstatic.com/fp/5caef6934e743cff96cc8b0c6904d0e1-p_e.jpg
"332 55th St, Brooklyn, NY 11220",40.644269,-74.016938,SingleFamilyResidence,"1,654",https://www.zillow.com/homedetails/332-55th-St-Brooklyn-NY-11220/30578433_zpid/,https://photos.zillowstatic.com/fp/beff92651e3dcfe4097ea2d6213bb7ae-p_e.jpg
"4102 8th Ave #3d, Brooklyn, NY 11232",40.646206,-73.998915,SingleFamilyResidence,489,https://www.zillow.com/homedetails/4102-8th-Ave-3D-Brooklyn-NY-11232/2078052579_zpid/,https://photos.zillowstatic.com/fp/a21bc3041f7bf255b263dca9338e0adf-p_e.jpg
"205 61st St, Brooklyn, NY 11220",40.642909,-74.022989,SingleFamilyResidence,"2,290",https://www.zillow.com/homedetails/205-61st-St-Brooklyn-NY-11220/30690579_zpid/,https://photos.zillowstatic.com/fp/9f555388fb541e8da197449702146f61-p_e.jpg
"665 52nd St, Brooklyn, NY 11220",40.6417,-74.007286,SingleFamilyResidence,"3,732",https://www.zillow.com/homedetails/665-52nd-St-Brooklyn-NY-11220/30577409_zpid/,https://photos.zillowstatic.com/fp/bc1b27b399e4e0c2b83e25dda0e22f39-p_e.jpg
"447 63rd St, Brooklyn, NY 11220",40.638548,-74.018743,SingleFamilyResidence,"3,169",https://www.zillow.com/homedetails/447-63rd-St-Brooklyn-NY-11220/30691055_zpid/,https://photos.zillowstatic.com/fp/834cdf001bbddb3608834ccdb2456c10-p_e.jpg
"425 39th St, Brooklyn, NY 11232",40.652301,-74.005302,SingleFamilyResidence,"2,438",https://www.zillow.com/homedetails/425-39th-St-Brooklyn-NY-11232/2092041869_zpid/,https://photos.zillowstatic.com/fp/ba9ff5f357f2c86d4f50ac8645c92530-p_e.jpg
"4102 8th Ave #2e, Brooklyn, NY 11232",40.646206,-73.998915,SingleFamilyResidence,451,https://www.zillow.com/homedetails/4102-8th-Ave-2E-Brooklyn-NY-11232/2080315385_zpid/,https://photos.zillowstatic.com/fp/1bf062be8dce51bef08b81f2dfaa54c9-p_e.jpg
"750 53rd St, Brooklyn, NY 11220",40.639829,-74.006569,SingleFamilyResidence,"2,483",https://www.zillow.com/homedetails/750-53rd-St-Brooklyn-NY-11220/2081795645_zpid/,https://photos.zillowstatic.com/fp/f0fc0905b29c1adaddb1e826a3e07379-p_e.jpg
"849 57th St, Brooklyn, NY 11220",40.636583,-74.00631,SingleFamilyResidence,"2,610",https://www.zillow.com/homedetails/849-57th-St-Brooklyn-NY-11220/116169343_zpid/,https://photos.zillowstatic.com/fp/f394f35595efa8e4fb6cee7a2cb23b7f-p_e.jpg
"652 39th St, Brooklyn, NY 11232",40.648866,-74.00039,SingleFamilyResidence,"2,100",https://www.zillow.com/homedetails/652-39th-St-Brooklyn-NY-11232/30580964_zpid/,https://photos.zillowstatic.com/fp/6670e7f2f4dcdb2bcb5b7360190a82d7-p_e.jpg
"530 45th St, Brooklyn, NY 11220",40.64724,-74.006762,SingleFamilyResidence,"2,900",https://www.zillow.com/homedetails/530-45th-St-Brooklyn-NY-11220/30575631_zpid/,https://photos.zillowstatic.com/fp/48927c25ed09b0e129991cf8b9d37b5c-p_e.jpg
"5405 6th Ave, Brooklyn, NY 11220",40.641229,-74.010402,SingleFamilyResidence,"4,723",https://www.zillow.com/homedetails/5405-6th-Ave-Brooklyn-NY-11220/30578287_zpid/,https://photos.zillowstatic.com/fp/0518b65a6065620b5fc6bdd2c6f21d76-p_e.jpg
"5907 4th Ave, Brooklyn, NY 11220",40.641064,-74.017746,SingleFamilyResidence,,https://www.zillow.com/homedetails/5907-4th-Ave-Brooklyn-NY-11220/2076939932_zpid/,https://photos.zillowstatic.com/fp/6841f4851c303ee8f08ae5a6f89420f2-p_e.jpg
"348 61st St, Brooklyn, NY 11220",40.640666,-74.020095,SingleFamilyResidence,,https://www.zillow.com/homedetails/348-61st-St-Brooklyn-NY-11220/2085048301_zpid/,https://photos.zillowstatic.com/fp/f26050518ab7d4d4e8fb684ec5986837-p_e.jpg
"752 53rd St, Brooklyn, NY 11220",40.639795,-74.006512,SingleFamilyResidence,"3,002",https://www.zillow.com/homedetails/752-53rd-St-Brooklyn-NY-11220/79711249_zpid/,https://photos.zillowstatic.com/fp/e82a9bebc554cf3427c924aa7df5d44c-p_e.jpg
"4317 8th Ave, Brooklyn, NY 11232",40.644454,-73.999827,SingleFamilyResidence,"19,104",https://www.zillow.com/homedetails/4317-8th-Ave-Brooklyn-NY-11232/2078943211_zpid/,https://photos.zillowstatic.com/fp/b332ed5d1deb7005c03f1df5a1d47a79-p_e.jpg
"523 40th St, Brooklyn, NY 11232",40.650476,-74.00365,SingleFamilyResidence,"1,800",https://www.zillow.com/homedetails/523-40th-St-Brooklyn-NY-11232/30580949_zpid/,https://photos.zillowstatic.com/fp/2fe87e35da78da138e4bc538d07291d9-p_e.jpg
"740 59th St, Brooklyn, NY 11220",40.636599,-74.01029,SingleFamilyResidence,"4,848",https://www.zillow.com/homedetails/740-59th-St-Brooklyn-NY-11220/2080257233_zpid/,https://photos.zillowstatic.com/fp/53e9899d6996aad62d4854786be2a22e-p_e.jpg
"247 53rd St, Brooklyn, NY 11220",40.646851,-74.017283,SingleFamilyResidence,"2,600",https://www.zillow.com/homedetails/247-53rd-St-Brooklyn-NY-11220/30577497_zpid/,https://photos.zillowstatic.com/fp/8de400adaca5b5cbe8939c3114709986-p_e.jpg
"725 58th St, Brooklyn, NY 11220",40.637707,-74.009689,SingleFamilyResidence,"1,800",https://www.zillow.com/homedetails/725-58th-St-Brooklyn-NY-11220/30579281_zpid/,https://photos.zillowstatic.com/fp/b6943cb357d4d3c77f02ac3124411e5d-p_e.jpg
"5018 4th Ave #1, Brooklyn, NY 11220",40.646158,-74.013305,SingleFamilyResidence,"19,200",https://www.zillow.com/homedetails/5018-4th-Ave-1-Brooklyn-NY-11220/2076849311_zpid/,https://photos.zillowstatic.com/fp/3a85530763f283141e9f4d44de190e4f-p_e.jpg
"838 41st St #cf1, Brooklyn, NY 11232",40.64538,-73.997646,SingleFamilyResidence,"2,095",https://www.zillow.com/homedetails/838-41st-St-CF1-Brooklyn-NY-11232/2077873056_zpid/,https://photos.zillowstatic.com/fp/0cfdfa5ba05e27384c0b7358d70f1af8-p_e.jpg
"838 41st St #cfc, Brooklyn, NY 11232",40.64538,-73.997646,SingleFamilyResidence,"1,759",https://www.zillow.com/homedetails/838-41st-St-CFC-Brooklyn-NY-11232/2077872746_zpid/,https://photos.zillowstatic.com/fp/0cfdfa5ba05e27384c0b7358d70f1af8-p_e.jpg
"5026 7th Ave, Brooklyn, NY 11220",40.642125,-74.006654,SingleFamilyResidence,"7,716",https://www.zillow.com/homedetails/5026-7th-Ave-Brooklyn-NY-11220/2081782273_zpid/,https://photos.zillowstatic.com/fp/846f16c60c9d4edc8bcc83cf13d9a0e7-p_e.jpg
"4617 7th Ave, Brooklyn, NY 11220",40.64415,-74.003735,SingleFamilyResidence,"2,400",https://www.zillow.com/homedetails/4617-7th-Ave-Brooklyn-NY-11220/30575988_zpid/,https://photos.zillowstatic.com/fp/d11bb36c504489d58430b4dc8735e2c1-p_e.jpg
"5117 7th Ave, Brooklyn, NY 11220",40.64153,-74.00672,SingleFamilyResidence,"3,835",https://www.zillow.com/homedetails/5117-7th-Ave-Brooklyn-NY-11220/2107025662_zpid/,https://photos.zillowstatic.com/fp/27ae8e7dd77bbd58e426db0d22d10850-p_e.jpg
"5822 5th Ave #1, Brooklyn, NY 11220",40.640345,-74.015677,SingleFamilyResidence,"2,000",https://www.zillow.com/homedetails/5822-5th-Ave-1-Brooklyn-NY-11220/2077869834_zpid/,https://photos.zillowstatic.com/fp/f263fa083753e9fa12dca85d516fd9ff-p_e.jpg
"873 48th St, Brooklyn, NY 11220",40.641289,-74.000516,SingleFamilyResidence,"2,560",https://www.zillow.com/homedetails/873-48th-St-Brooklyn-NY-11220/30576416_zpid/,https://photos.zillowstatic.com/fp/fe804fc154be35a2f214d844dad37cb7-p_e.jpg
"462 48th St, Brooklyn, NY 11220",40.646452,-74.009978,SingleFamilyResidence,"3,200",https://www.zillow.com/homedetails/462-48th-St-Brooklyn-NY-11220/30576500_zpid/,https://photos.zillowstatic.com/fp/502d342acf1aab9b7c1bb7b453347f94-p_e.jpg
"5001 4th Ave, Brooklyn, NY 11220",40.646202,-74.012356,SingleFamilyResidence,"7,400",https://www.zillow.com/homedetails/5001-4th-Ave-Brooklyn-NY-11220/30577039_zpid/,https://photos.zillowstatic.com/fp/5efd9112c0e7fb4f81e4b39773c9ee6c-p_e.jpg
"4213 8th Ave, Brooklyn, NY 11232",40.645154,-73.999125,SingleFamilyResidence,"3,231",https://www.zillow.com/homedetails/4213-8th-Ave-Brooklyn-NY-11232/30581399_zpid/,https://photos.zillowstatic.com/fp/146d24f0539020f087cb26b711ded316-p_e.jpg
"870 44th St, Brooklyn, NY 11220",40.643223,-73.998605,SingleFamilyResidence,"2,600",https://www.zillow.com/homedetails/870-44th-St-Brooklyn-NY-11220/30575490_zpid/,https://photos.zillowstatic.com/fp/8f74169af86e4fd14e2291ddb870c724-p_e.jpg
"826 40th St, Brooklyn, NY 11232",40.646074,-73.997276,SingleFamilyResidence,"3,500",https://www.zillow.com/homedetails/826-40th-St-Brooklyn-NY-11232/30581178_zpid/,https://photos.zillowstatic.com/fp/20f85acf1bf79772112509d4ee7cd013-p_e.jpg
"4616 7th Ave, Brooklyn, NY 11220",40.644471,-74.004159,SingleFamilyResidence,"3,000",https://www.zillow.com/homedetails/4616-7th-Ave-Brooklyn-NY-11220/30575965_zpid/,https://photos.zillowstatic.com/fp/c28afc7c5f7a39b0d43b2a003b9dee3f-p_e.jpg
"5117 7th Ave #1, Brooklyn, NY 11220",40.641356,-74.00664,SingleFamilyResidence,"3,835",https://www.zillow.com/homedetails/5117-7th-Ave-1-Brooklyn-NY-11220/2079788775_zpid/,https://photos.zillowstatic.com/fp/b02b6afda08d2f56ef9cbaf784b8dc85-p_e.jpg
"658 46th St, Brooklyn, NY 11220",40.644981,-74.004531,SingleFamilyResidence,"3,750",https://www.zillow.com/homedetails/658-46th-St-Brooklyn-NY-11220/2104584920_zpid/,https://photos.zillowstatic.com/fp/ce5e2936b2009450b55c9c13d8437e3b-p_e.jpg
"865 41st St, Brooklyn, NY 11232",40.645342,-73.996661,SingleFamilyResidence,"3,040",https://www.zillow.com/homedetails/865-41st-St-Brooklyn-NY-11232/30581197_zpid/,https://photos.zillowstatic.com/fp/f5378c562df435f7d0183fb0ce2a6215-p_e.jpg
"824 51st St, Brooklyn, NY 11220",40.639989,-74.003817,SingleFamilyResidence,"5,440",https://www.zillow.com/homedetails/824-51st-St-Brooklyn-NY-11220/30685827_zpid/,https://photos.zillowstatic.com/fp/6b2e3f565a96eae7849f5377a392e31f-p_e.jpg
"716 51st St, Brooklyn, NY 11220",40.641426,-74.006192,SingleFamilyResidence,"1,740",https://www.zillow.com/homedetails/716-51st-St-Brooklyn-NY-11220/30577444_zpid/,https://photos.zillowstatic.com/fp/fa9a78b83d0bb994ab1f81bf101e4180-p_e.jpg
"247 53rd St #2, Brooklyn, NY 11220",40.64685,-74.017286,SingleFamilyResidence,"2,440",https://www.zillow.com/homedetails/247-53rd-St-2-Brooklyn-NY-11220/2089096528_zpid/,https://photos.zillowstatic.com/fp/ba85faf42dde1b06d9866fbb7e3021f7-p_e.jpg
"828 51st St, Brooklyn, NY 11220",40.639939,-74.003733,SingleFamilyResidence,"5,440",https://www.zillow.com/homedetails/828-51st-St-Brooklyn-NY-11220/30685828_zpid/,https://photos.zillowstatic.com/fp/6b2e3f565a96eae7849f5377a392e31f-p_e.jpg
"849 57th St #5fl, Brooklyn, NY 11220",40.636583,-74.00631,SingleFamilyResidence,"2,610",https://www.zillow.com/homedetails/849-57th-St-5FL-Brooklyn-NY-11220/2081157761_zpid/,https://photos.zillowstatic.com/fp/4036b42777778ba140fbebcbaf23a4aa-p_e.jpg
"839 57th St, Brooklyn, NY 11220",40.636727,-74.006548,SingleFamilyResidence,"6,150",https://www.zillow.com/homedetails/839-57th-St-Brooklyn-NY-11220/142947333_zpid/,https://photos.zillowstatic.com/fp/89d500d9f4c549578a33a7284d9b4885-p_e.jpg
"430-432 39th St, Brooklyn, NY 11232",40.652078,-74.00554,SingleFamilyResidence,,https://www.zillow.com/homedetails/430-432-39th-St-Brooklyn-NY-11232/2078423217_zpid/,https://photos.zillowstatic.com/fp/9385d6552d3484d658439fb48a3e449d-p_e.jpg
"869 52nd St, Brooklyn, NY 11220",40.639126,-74.002976,SingleFamilyResidence,900,https://www.zillow.com/homedetails/869-52nd-St-Brooklyn-NY-11220/30685856_zpid/,https://photos.zillowstatic.com/fp/c81a946d2be77fe2b5b69a409de809f7-p_e.jpg
"824-828 51st St, Brooklyn, NY 11220",40.640082,-74.003796,SingleFamilyResidence,,https://www.zillow.com/homedetails/824-828-51st-St-Brooklyn-NY-11220/2078014506_zpid/,https://photos.zillowstatic.com/fp/35178b40a8ceadf73a88bdeaa903348a-p_e.jpg
"871 53rd St, Brooklyn, NY 11220",40.638597,-74.0036,SingleFamilyResidence,"2,400",https://www.zillow.com/homedetails/871-53rd-St-Brooklyn-NY-11220/30686139_zpid/,"https://maps.googleapis.com/maps/api/streetview?location=40.638597,-74.003600&size=575x242&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=TSLaylmA1vbg9346EGTTwVTH1Bs="
"538 47th St, Brooklyn, NY 11220",40.646027,-74.007758,SingleFamilyResidence,"2,797",https://www.zillow.com/homedetails/538-47th-St-Brooklyn-NY-11220/30576215_zpid/,"https://maps.googleapis.com/maps/api/streetview?location=40.646027,-74.007758&size=575x242&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=FuwHgfP47kWsp5YTLfIhJIpkCns="
"461 51st St, Brooklyn, NY 11220",40.645109,-74.011377,SingleFamilyResidence,"2,781",https://www.zillow.com/homedetails/461-51st-St-Brooklyn-NY-11220/30577068_zpid/,"https://maps.googleapis.com/maps/api/streetview?location=40.645109,-74.011377&size=575x242&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=Z8cn-AsO4tKpoWjDxGKW2dXA528="
"772 59th St, Brooklyn, NY 11220",40.636159,-74.009555,SingleFamilyResidence,"5,724",https://www.zillow.com/homedetails/772-59th-St-Brooklyn-NY-11220/142805630_zpid/,"https://maps.googleapis.com/maps/api/streetview?location=40.636159,-74.009555&size=575x242&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=pMqsGwEH_FK7GKpTq8Aob6rsdTc="
"4521 1st Ave, Brooklyn, NY 11232",40.652212,-74.015733,SingleFamilyResidence,,https://www.zillow.com/homedetails/4521-1st-Ave-Brooklyn-NY-11232/142800379_zpid/,"https://maps.googleapis.com/maps/api/streetview?location=40.652212,-74.015733&size=575x242&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=0r15Q5ZizY0Dg0uifZcC-iAdkvM="
"313 46th St, Brooklyn, NY 11220",40.649921,-74.011788,SingleFamilyResidence,"4,020",https://www.zillow.com/homedetails/313-46th-St-Brooklyn-NY-11220/30575569_zpid/,"https://maps.googleapis.com/maps/api/streetview?location=40.649921,-74.011788&size=575x242&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=85rbpMMwNC-vTAhgMWl3cH2VuRk="
"436 54th St, Brooklyn, NY 11220",40.643477,-74.014118,SingleFamilyResidence,"2,316",https://www.zillow.com/homedetails/436-54th-St-Brooklyn-NY-11220/30578160_zpid/,"https://maps.googleapis.com/maps/api/streetview?location=40.643477,-74.014118&size=575x242&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=hEaH2-PTmCFn-is0qI1wFG08YHo="
"825 53rd St, Brooklyn, NY 11220",40.639192,-74.004588,SingleFamilyResidence,"1,600",https://www.zillow.com/homedetails/825-53rd-St-Brooklyn-NY-11220/30686154_zpid/,"https://maps.googleapis.com/maps/api/streetview?location=40.639192,-74.004588&size=575x242&key=AIzaSyBot9JtFX4Hqs-Ri6N3A8K1Rl5XZD3ssyI&signature=A2aptYrvtndmsOtuckE_n68c4d8="
